date,time,sender,message,VADER_Sentiment,Manual_Label,ML_Sentiment
15/03/25,18:55,rohxn 03,Nishitaaa one help,Positive,Neutral,Neutral
,,system,Did u run the full code??,Neutral,Neutral,Neutral
15/03/25,18:55,rohxn 03,Exp 2,Neutral,Neutral,Neutral
15/03/25,20:13,Nishita 🪰,Yes,Positive,Neutral,Neutral
15/03/25,20:14,Wifey❤️,Can u send the code and data set,Neutral,Neutral,Neutral
15/03/25,20:14,Wifey❤️,code means ipynb file,Neutral,Neutral,Neutral
15/03/25,20:14,Nishita 🪰,I already sent that in the zip file,Neutral,Neutral,Neutral
15/03/25,20:16,Wifey❤️,is this??,Neutral,Neutral,Neutral
15/03/25,20:17,Nishita 🪰,Yess,Neutral,Neutral,Neutral
15/03/25,20:17,Nishita 🪰,This message was deleted,Neutral,Neutral,Neutral
15/03/25,20:17,Nishita 🪰,This message was deleted,Neutral,Neutral,Neutral
15/03/25,21:35,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
15/03/25,21:35,Wifey❤️,Updated exam timetable,Neutral,Neutral,Neutral
15/03/25,21:53,rohxn 03,What is this minors 7 and 8,Neutral,Neutral,Neutral
15/03/25,21:53,rohxn 03,Only one shit is there ryt,Negative,Neutral,Neutral
15/03/25,21:56,rohxn 03,You deleted this message,Neutral,Neutral,Neutral
15/03/25,21:56,rohxn 03,You deleted this message,Neutral,Neutral,Neutral
15/03/25,21:58,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
15/03/25,22:10,Wifey❤️,ahh only one but they will divide ryt some teams in day 1 other teams on other day,Neutral,Neutral,Neutral
15/03/25,22:11,rohxn 03,Oooh ok,Positive,Neutral,Neutral
15/03/25,22:14,Nishita 🪰,@916238330557 can you ask Sailaja Ma'am if there will be classes during cie 2,Neutral,Neutral,Neutral
15/03/25,22:28,rohxn 03,I already asked a question,Neutral,Neutral,Neutral
,,system,She didnt replied,Neutral,Neutral,Neutral
15/03/25,22:31,Nishita 🪰,Tmr may be she will,Neutral,Neutral,Neutral
15/03/25,22:38,rohxn 03,Yeah,Positive,Neutral,Neutral
16/03/25,09:33,rohxn 03,People..... Have u done with the form???,Neutral,Neutral,Neutral
16/03/25,10:20,Wifey❤️,Not yet,Neutral,Neutral,Neutral
16/03/25,10:35,rohxn 03,Try to complete soon..... Today is the dead line,Negative,Neutral,Neutral
16/03/25,19:19,Wifey❤️,This message was deleted,Neutral,Neutral,Neutral
16/03/25,19:20,Wifey❤️,This message was deleted,Neutral,Neutral,Neutral
16/03/25,19:20,rohxn 03,C block it is,Negative,Neutral,Neutral
16/03/25,19:20,Gass,<Media omitted>,Neutral,Neutral,Neutral
16/03/25,19:20,Wifey❤️,yes c block,Negative,Neutral,Neutral
16/03/25,19:21,Wifey❤️,nishita rohan Rohith  u ppl are in same room 403,Neutral,Neutral,Neutral
16/03/25,19:21,rohxn 03,Shit.... So its a serious one,Negative,Neutral,Neutral
16/03/25,19:21,Wifey❤️,im in another room 402,Neutral,Neutral,Neutral
16/03/25,19:21,Wifey❤️,daa,Neutral,Neutral,Neutral
16/03/25,19:21,rohxn 03,Exam im talking about,Neutral,Neutral,Neutral
16/03/25,19:21,Wifey❤️,haaa yes yes,Positive,Neutral,Neutral
16/03/25,19:23,Nishita 🪰,No I checked i am in different class,Negative,Neutral,Neutral
16/03/25,19:24,Nishita 🪰,Tmr is pe4 not pe3,Neutral,Neutral,Neutral
16/03/25,19:24,Nishita 🪰,Check properly,Neutral,Neutral,Neutral
16/03/25,19:24,rohxn 03,Which is this timetable,Neutral,Neutral,Neutral
16/03/25,19:24,Nishita 🪰,Most probably pe3,Neutral,Neutral,Neutral
16/03/25,19:24,Nishita 🪰,I think,Neutral,Neutral,Neutral
16/03/25,19:25,Nishita 🪰,I mail they sent all the seating arrangements of every exam,Neutral,Neutral,Neutral
16/03/25,19:25,rohxn 03,@919663957450 Edaaaa..... Chanagi nodu😆,Positive,Neutral,Neutral
16/03/25,19:25,Nishita 🪰,That's what 🤣,Positive,Neutral,Neutral
16/03/25,19:25,Nishita 🪰,Idk in which world she is,Negative,Neutral,Neutral
16/03/25,19:25,rohxn 03,If u can just sent the seating arrangement,Neutral,Neutral,Neutral
16/03/25,19:26,Nishita 🪰,Logic u use how we 3 be in the same class having different electives,Neutral,Neutral,Neutral
16/03/25,19:26,Nishita 🪰,Wait...........,Neutral,Neutral,Neutral
16/03/25,19:26,Nishita 🪰,<Media omitted>,Neutral,Neutral,Neutral
16/03/25,19:29,Wifey❤️,sorry,Negative,Neutral,Neutral
16/03/25,19:29,Wifey❤️,I didn't saw properly Im sorry,Negative,Neutral,Neutral
16/03/25,19:29,Wifey❤️,that was for pe3,Neutral,Neutral,Neutral
16/03/25,19:57,rohxn 03,@919663957450 Dont forget to select cloud computing and data science as ur domain,Positive,Neutral,Neutral
17/03/25,19:11,rohxn 03,@919663957450 Have u filled the elective form?,Neutral,Neutral,Neutral
17/03/25,19:29,Wifey❤️,yes,Positive,Neutral,Neutral
18/03/25,20:27,Wifey❤️,heyyy,Neutral,Neutral,Neutral
18/03/25,20:27,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
18/03/25,20:27,Wifey❤️,this guy teaches toc,Neutral,Neutral,Neutral
18/03/25,20:28,Wifey❤️,nishita and achu u remember,Neutral,Neutral,Neutral
18/03/25,21:12,Nishita 🪰,Haan,Neutral,Neutral,Neutral
18/03/25,21:13,Wifey❤️,see he is teaching toc,Neutral,Neutral,Neutral
18/03/25,21:13,Wifey❤️,I cant belive,Neutral,Neutral,Neutral
18/03/25,21:13,Nishita 🪰,Ade,Neutral,Neutral,Neutral
18/03/25,21:13,Nishita 🪰,Thank God he is not the faculty,Positive,Neutral,Neutral
18/03/25,21:14,Wifey❤️,ufff,Neutral,Neutral,Neutral
18/03/25,21:14,Wifey❤️,he has youtube channel and alll,Neutral,Neutral,Neutral
18/03/25,21:14,Wifey❤️,and workin in college,Neutral,Neutral,Neutral
18/03/25,21:14,Nishita 🪰,OMG 😳,Neutral,Neutral,Neutral
18/03/25,21:16,Wifey❤️,🤦🏻‍♀️ayyo,Neutral,Neutral,Neutral
18/03/25,21:21,Wifey❤️,hey,Neutral,Neutral,Neutral
18/03/25,21:21,Wifey❤️,all fill the form,Neutral,Neutral,Neutral
18/03/25,21:21,Wifey❤️,10th and 12th percentage,Neutral,Neutral,Neutral
18/03/25,21:21,Wifey❤️,he mailed again,Neutral,Neutral,Neutral
18/03/25,21:22,Nishita 🪰,We don't have any other work right,Neutral,Neutral,Neutral
18/03/25,21:23,Nishita 🪰,🤦‍♀️,Neutral,Neutral,Neutral
18/03/25,21:23,Wifey❤️,That's what,Neutral,Neutral,Neutral
18/03/25,21:26,Nishita 🪰,Where is he ?? He is not online I think,Neutral,Neutral,Neutral
18/03/25,21:27,Wifey❤️,YES,Positive,Neutral,Neutral
18/03/25,22:20,rohxn 03,😳😳,Neutral,Neutral,Neutral
18/03/25,22:20,rohxn 03,This guy has a yt channel??,Neutral,Neutral,Neutral
18/03/25,22:20,Wifey❤️,Yes,Positive,Neutral,Neutral
18/03/25,22:21,rohxn 03,With 6 lakh subscribersaaa😳,Neutral,Neutral,Neutral
18/03/25,22:21,Wifey❤️,He came to invigilate for us today,Neutral,Neutral,Neutral
18/03/25,22:21,Wifey❤️,Ufff,Neutral,Neutral,Neutral
18/03/25,22:21,Wifey❤️,And working in rv college,Neutral,Neutral,Neutral
18/03/25,22:21,rohxn 03,Ur bestie.... I know😁,Positive,Neutral,Neutral
18/03/25,22:21,rohxn 03,Atge🤌🏻,Neutral,Neutral,Neutral
18/03/25,22:21,Wifey❤️,Chee,Neutral,Neutral,Neutral
18/03/25,22:22,Wifey❤️,Ufff money rain ide avanhatra,Neutral,Neutral,Neutral
18/03/25,22:22,rohxn 03,😆truee,Positive,Neutral,Neutral
19/03/25,15:55,Nishita 🪰,<Media omitted>,Neutral,Neutral,Neutral
19/03/25,16:39,rohxn 03,Athul doesnt know any other than annapurna😊,Positive,Neutral,Neutral
,,system,I told u,Neutral,Neutral,Neutral
19/03/25,16:40,Wifey❤️,Howda bere??,Neutral,Neutral,Neutral
19/03/25,18:31,rohxn 03,What did shailaja maam told,Neutral,Neutral,Neutral
19/03/25,18:32,Nishita 🪰,You woke up,Neutral,Neutral,Neutral
19/03/25,18:32,rohxn 03,Haaa,Neutral,Neutral,Neutral
19/03/25,18:32,rohxn 03,Now,Neutral,Neutral,Neutral
19/03/25,18:32,Nishita 🪰,How many times we should call you,Neutral,Neutral,Neutral
19/03/25,18:32,Nishita 🪰,Wait I will call you,Neutral,Neutral,Neutral
19/03/25,18:32,rohxn 03,Nope,Neutral,Neutral,Neutral
19/03/25,18:32,rohxn 03,Not now,Neutral,Neutral,Neutral
19/03/25,18:32,rohxn 03,Ill call later,Negative,Neutral,Neutral
19/03/25,18:33,Nishita 🪰,It is imp,Neutral,Neutral,Neutral
19/03/25,18:33,Nishita 🪰,If you want to know about Guna bcoz she cant call now or msg you,Positive,Neutral,Neutral
19/03/25,18:34,Nishita 🪰,Neither me,Neutral,Neutral,Neutral
19/03/25,18:34,rohxn 03,Know about her??,Neutral,Neutral,Neutral
19/03/25,18:34,rohxn 03,Where u ppl are,Neutral,Neutral,Neutral
19/03/25,18:34,rohxn 03,Lemme reach my room,Neutral,Neutral,Neutral
19/03/25,18:34,Nishita 🪰,We left clg at 5:45,Neutral,Neutral,Neutral
19/03/25,18:34,Nishita 🪰,Where are you ??,Neutral,Neutral,Neutral
19/03/25,18:36,rohxn 03,Going to my room,Neutral,Neutral,Neutral
19/03/25,18:54,Nishita 🪰,https://chat.whatsapp.com/IaTxOUcfWFBLIFQ53FHgxv,Neutral,Neutral,Neutral
19/03/25,21:59,rohxn 03,Tell tell,Neutral,Neutral,Neutral
19/03/25,22:00,Nishita 🪰,Haan,Neutral,Neutral,Neutral
19/03/25,22:00,Nishita 🪰,Tmr are you guys coming ??,Neutral,Neutral,Neutral
19/03/25,22:02,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
19/03/25,22:05,Nishita 🪰,That's ok,Positive,Neutral,Neutral
19/03/25,22:06,Nishita 🪰,But tmr are you coming as we have placement training and they sent some mail with qr code,Neutral,Neutral,Neutral
19/03/25,22:06,Nishita 🪰,Then maybe it's imp,Neutral,Neutral,Neutral
19/03/25,22:07,Nishita 🪰,And one more thing we have to register for the workshop,Neutral,Neutral,Neutral
19/03/25,22:07,Nishita 🪰,Form we need to fill,Neutral,Neutral,Neutral
19/03/25,22:09,Wifey❤️,can u send the register form or link whatever,Neutral,Neutral,Neutral
19/03/25,22:10,Nishita 🪰,Link is not there we have to directly click and it opens,Neutral,Neutral,Neutral
19/03/25,22:27,rohxn 03,Our programme will be over by 1 or 1 30,Neutral,Neutral,Neutral
19/03/25,22:27,rohxn 03,No worries,Positive,Neutral,Neutral
19/03/25,22:27,rohxn 03,Tomorrow we can do that ryt?,Neutral,Neutral,Neutral
19/03/25,22:27,Nishita 🪰,Ok,Positive,Neutral,Neutral
19/03/25,22:27,Nishita 🪰,Yes,Positive,Neutral,Neutral
19/03/25,22:40,Wifey❤️,IM GOING TO REGISTER OK,Positive,Neutral,Neutral
19/03/25,22:40,Wifey❤️,MINE AND ACHU URS,Neutral,Neutral,Neutral
19/03/25,22:40,Wifey❤️,NISHITA DID U REGISTER,Neutral,Neutral,Neutral
19/03/25,22:40,rohxn 03,Why ur shouting🤨,Neutral,Neutral,Neutral
19/03/25,22:40,Wifey❤️,eeeee,Neutral,Neutral,Neutral
19/03/25,22:40,Wifey❤️,u r not in insta wt r u f=doing here,Neutral,Neutral,Neutral
19/03/25,22:40,Nishita 🪰,No,Negative,Neutral,Neutral
19/03/25,22:40,Wifey❤️,y,Neutral,Neutral,Neutral
19/03/25,22:40,Wifey❤️,when we will submot,Neutral,Neutral,Neutral
19/03/25,22:41,Nishita 🪰,He said we will do tmr,Neutral,Neutral,Neutral
19/03/25,22:41,Nishita 🪰,So,Neutral,Neutral,Neutral
19/03/25,22:41,Wifey❤️,someone should remind,Neutral,Neutral,Neutral
19/03/25,22:41,Wifey❤️,w=if we forget we don't know,Negative,Neutral,Neutral
19/03/25,22:41,Wifey❤️,and keep remainder in phones,Neutral,Neutral,Neutral
19/03/25,22:42,Wifey❤️,eeeee,Neutral,Neutral,Neutral
19/03/25,22:42,Wifey❤️,just for our good eeeeeeee,Positive,Neutral,Neutral
19/03/25,22:43,rohxn 03,😭😭,Negative,Neutral,Neutral
19/03/25,22:45,Wifey❤️,Poda patti <This message was edited>,Neutral,Neutral,Neutral
19/03/25,22:45,Nishita 🪰,What happened to her ??,Neutral,Neutral,Neutral
19/03/25,22:45,Nishita 🪰,She is gonna mad,Negative,Neutral,Neutral
19/03/25,22:45,Wifey❤️,Ah if all forget na then we will understand,Negative,Neutral,Neutral
19/03/25,22:46,Nishita 🪰,Karme ve 🤦‍♀️,Neutral,Neutral,Neutral
19/03/25,22:47,Gass,English murderd successfully ☠️😐,Positive,Neutral,Neutral
19/03/25,22:47,Wifey❤️,Yes,Positive,Neutral,Neutral
19/03/25,22:48,rohxn 03,U too😆,Positive,Neutral,Neutral
19/03/25,22:48,Wifey❤️,I did that,Neutral,Neutral,Neutral
19/03/25,22:48,Wifey❤️,😎,Positive,Neutral,Neutral
19/03/25,22:48,rohxn 03,🤨,Neutral,Neutral,Neutral
19/03/25,22:48,Wifey❤️,Eeee,Neutral,Neutral,Neutral
19/03/25,22:48,rohxn 03,Why my emoji isnt live,Neutral,Neutral,Neutral
19/03/25,22:48,rohxn 03,😉,Neutral,Neutral,Neutral
19/03/25,22:48,Gass,I do it wantedly,Neutral,Neutral,Neutral
19/03/25,22:48,rohxn 03,Haa yass,Neutral,Neutral,Neutral
19/03/25,22:48,Gass,We are vatal nagraj fans😎😂,Positive,Neutral,Neutral
19/03/25,22:49,Wifey❤️,Rohith they don't know who is he,Neutral,Neutral,Neutral
19/03/25,22:49,Gass,No problem let them do a research on him 😒,Positive,Neutral,Neutral
19/03/25,22:50,Wifey❤️,😆,Positive,Neutral,Neutral
19/03/25,22:50,Gass,He is the man who made our school days better🙏,Positive,Neutral,Neutral
20/03/25,13:10,Wifey❤️,@918799146002 bvc elli idyaaa,Neutral,Neutral,Neutral
20/03/25,13:13,Nishita 🪰,Pg,Neutral,Neutral,Neutral
20/03/25,13:13,Nishita 🪰,I didn't come to clg today,Neutral,Neutral,Neutral
20/03/25,13:18,rohxn 03,U will not come to Meeting also,Neutral,Neutral,Neutral
20/03/25,13:19,rohxn 03,Nishita,Neutral,Neutral,Neutral
20/03/25,15:43,Nishita 🪰,Glassdoor website for placement drive,Neutral,Neutral,Neutral
22/03/25,17:43,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,17:43,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,17:44,rohxn 03,@916364562073 Edaaa ur cie submission ok,Positive,Neutral,Neutral
22/03/25,17:44,rohxn 03,U can submit from ur phone no worries,Positive,Neutral,Neutral
22/03/25,17:45,Nishita 🪰,@916238330557 can you send your photos if possible?? I wanted to see,Neutral,Neutral,Neutral
22/03/25,17:45,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,17:45,rohxn 03,This one,Neutral,Neutral,Neutral
22/03/25,17:46,Nishita 🪰,Only one ??,Neutral,Neutral,Neutral
22/03/25,17:46,rohxn 03,Other one lemme seee,Neutral,Neutral,Neutral
22/03/25,17:46,Nishita 🪰,Ok,Positive,Neutral,Neutral
22/03/25,17:47,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,17:47,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,17:47,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,17:47,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,17:47,Wifey❤️,❤❤,Positive,Neutral,Neutral
22/03/25,17:48,Wifey❤️,Sooo good,Positive,Neutral,Neutral
22/03/25,17:48,rohxn 03,😁😁😁,Positive,Neutral,Neutral
22/03/25,17:48,Nishita 🪰,So nice these pics are,Positive,Neutral,Neutral
22/03/25,17:48,Wifey❤️,Thumbaaa chanagide,Neutral,Neutral,Neutral
22/03/25,17:48,Nishita 🪰,Good work 🥰,Positive,Neutral,Neutral
22/03/25,17:48,rohxn 03,Nobody bring the props u know......,Neutral,Neutral,Neutral
,,system,I took a some dry leaves and took some branches from trees🤦🏻‍♂️,Neutral,Neutral,Neutral
22/03/25,17:49,Wifey❤️,Ahhh great work chu🥰,Positive,Neutral,Neutral
22/03/25,17:49,rohxn 03,Denkyu,Neutral,Neutral,Neutral
22/03/25,17:49,Nishita 🪰,See hardwork pays u,Neutral,Neutral,Neutral
22/03/25,17:49,Wifey❤️,🥰,Positive,Neutral,Neutral
22/03/25,17:49,Nishita 🪰,🥰,Positive,Neutral,Neutral
22/03/25,17:50,Nishita 🪰,@916238330557 say thanks to me also. I also appreciated your work bvc,Positive,Neutral,Neutral
22/03/25,17:51,rohxn 03,Ayyooo sorry..... Denkyuuuuuuuuu,Negative,Neutral,Neutral
22/03/25,17:52,Nishita 🪰,Ahh okk,Neutral,Neutral,Neutral
22/03/25,21:07,rohxn 03,@916364562073 Edaa naale we r going to an ngo,Neutral,Neutral,Neutral
,,system,6am can u join,Positive,Neutral,Neutral
22/03/25,21:09,Gass,No da i told you na i have myself arranged a function a Tommorow on occasion of my parents 25th year anniversary,Negative,Neutral,Neutral
22/03/25,21:32,Nishita 🪰,@916238330557 @919663957450,Neutral,Neutral,Neutral
,,system,What all are things we need to bring for tomorrow's task :,Neutral,Neutral,Neutral
,,system,1. Mask,Neutral,Neutral,Neutral
,,system,2. Gloves,Neutral,Neutral,Neutral
,,system,3. Water bottle,Neutral,Neutral,Neutral
,,system,4. Cap,Neutral,Neutral,Neutral
,,system,5. Passport size 2 photos,Neutral,Neutral,Neutral
,,system,6. College ID card,Neutral,Neutral,Neutral
,,system,7. Printout of two forms if you can get,Neutral,Neutral,Neutral
,,system,8. 200 rupees for registration,Neutral,Neutral,Neutral
,,system,9. Umbrella,Neutral,Neutral,Neutral
22/03/25,21:32,Nishita 🪰,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,21:32,Nishita 🪰,<Media omitted>,Neutral,Neutral,Neutral
22/03/25,21:33,Nishita 🪰,My junior we need these printouts,Neutral,Neutral,Neutral
22/03/25,21:33,Wifey❤️,Printouts doubt,Negative,Neutral,Neutral
22/03/25,21:33,Wifey❤️,Who will open that early,Neutral,Neutral,Neutral
22/03/25,21:33,Nishita 🪰,Ade,Neutral,Neutral,Neutral
22/03/25,21:33,Nishita 🪰,Let's see,Neutral,Neutral,Neutral
22/03/25,21:34,Wifey❤️,Ok,Positive,Neutral,Neutral
22/03/25,21:34,Wifey❤️,Now go all sleep,Neutral,Neutral,Neutral
22/03/25,21:34,Nishita 🪰,Where is he ?? He didn't see the msg,Neutral,Neutral,Neutral
22/03/25,21:34,Wifey❤️,Haa he will see no worries,Positive,Neutral,Neutral
22/03/25,21:35,Nishita 🪰,Haan okk,Neutral,Neutral,Neutral
22/03/25,21:35,Nishita 🪰,Check everything once before leaving,Neutral,Neutral,Neutral
22/03/25,21:35,Wifey❤️,Wokey <This message was edited>,Neutral,Neutral,Neutral
22/03/25,21:36,Nishita 🪰,Ok then,Positive,Neutral,Neutral
22/03/25,21:36,Nishita 🪰,Good night 😴,Positive,Neutral,Neutral
22/03/25,21:36,Nishita 🪰,@919663957450 don't forget to call us in the morning,Positive,Neutral,Neutral
22/03/25,21:36,Wifey❤️,Good night,Positive,Neutral,Neutral
22/03/25,21:36,Wifey❤️,Sure I'll,Positive,Neutral,Neutral
22/03/25,21:36,Wifey❤️,KEEP YOUR RINGTONE MAX VOLUME,Neutral,Neutral,Neutral
22/03/25,21:36,Nishita 🪰,Tata 👋👋👋👋,Positive,Neutral,Neutral
22/03/25,21:37,Nishita 🪰,Okkk,Neutral,Neutral,Neutral
22/03/25,21:37,Wifey❤️,Okok,Neutral,Neutral,Neutral
22/03/25,21:37,rohxn 03,Oooooo,Neutral,Neutral,Neutral
22/03/25,21:38,rohxn 03,Nanna call maadu yellaaaru,Neutral,Neutral,Neutral
22/03/25,21:38,rohxn 03,Mmaaaaaa,Neutral,Neutral,Neutral
22/03/25,21:38,Wifey❤️,Ahhh ahhh,Neutral,Neutral,Neutral
22/03/25,21:38,Wifey❤️,Read this carefully,Positive,Neutral,Neutral
22/03/25,21:38,rohxn 03,😁😁,Positive,Neutral,Neutral
22/03/25,21:45,Gass,Banni yalarau,Neutral,Neutral,Neutral
22/03/25,21:45,Gass,Yalaru*,Neutral,Neutral,Neutral
22/03/25,21:45,Gass,After ngo work,Neutral,Neutral,Neutral
22/03/25,21:46,Gass,Which place are you ppl going,Neutral,Neutral,Neutral
23/03/25,05:02,rohxn 03,Did everyone woke!!,Neutral,Neutral,Neutral
23/03/25,05:03,Nishita 🪰,I woke,Neutral,Neutral,Neutral
23/03/25,05:08,rohxn 03,Nishita bring sunscreen if u have one for u,Neutral,Neutral,Neutral
23/03/25,05:09,Gass,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,05:09,rohxn 03,U woke,Neutral,Neutral,Neutral
23/03/25,05:09,Gass,I should go to the market 🙂,Positive,Neutral,Neutral
23/03/25,05:10,rohxn 03,😳 for what,Neutral,Neutral,Neutral
23/03/25,05:10,rohxn 03,Reason,Neutral,Neutral,Neutral
23/03/25,05:10,Gass,For fresh vegetables and items,Positive,Neutral,Neutral
23/03/25,05:10,Gass,I told na myre i have arranged a function today,Neutral,Neutral,Neutral
23/03/25,05:10,Gass,For cooking we should bring things na,Neutral,Neutral,Neutral
23/03/25,05:11,Gass,If we go early in the morning we will get everything fresh aduke i woke early,Positive,Neutral,Neutral
23/03/25,05:15,rohxn 03,Oooh yass yass,Neutral,Neutral,Neutral
23/03/25,05:16,Gass,Haa,Neutral,Neutral,Neutral
23/03/25,05:18,Gass,Where are you going today?,Neutral,Neutral,Neutral
23/03/25,05:18,Gass,Which area?,Neutral,Neutral,Neutral
23/03/25,05:32,rohxn 03,@918799146002 Leave at 5 35 to 5 40 ok,Positive,Neutral,Neutral
23/03/25,05:32,rohxn 03,Place they only knows,Neutral,Neutral,Neutral
,,system,I dont remember,Neutral,Neutral,Neutral
23/03/25,05:39,Wifey❤️,I'm the 1st,Neutral,Neutral,Neutral
23/03/25,05:39,rohxn 03,Kindi i woke before u idiot,Negative,Neutral,Neutral
23/03/25,05:40,rohxn 03,Ee bvc elli idhe?,Neutral,Neutral,Neutral
23/03/25,05:40,rohxn 03,I left the hostel,Neutral,Neutral,Neutral
,,system,@918799146002,Neutral,Neutral,Neutral
23/03/25,05:41,Wifey❤️,Poda patti,Neutral,Neutral,Neutral
23/03/25,05:41,rohxn 03,Where r u madam,Neutral,Neutral,Neutral
23/03/25,05:42,Wifey❤️,I'm still in home,Neutral,Neutral,Neutral
23/03/25,05:42,Wifey❤️,I'm ready okay,Positive,Neutral,Neutral
23/03/25,05:42,rohxn 03,Fine fine,Positive,Neutral,Neutral
23/03/25,05:42,Wifey❤️,Red tshirt,Neutral,Neutral,Neutral
23/03/25,05:42,Wifey❤️,Black pant,Neutral,Neutral,Neutral
23/03/25,05:42,rohxn 03,Green and black,Neutral,Neutral,Neutral
23/03/25,05:42,Wifey❤️,Pink hoodie,Neutral,Neutral,Neutral
23/03/25,05:42,Wifey❤️,U?,Neutral,Neutral,Neutral
23/03/25,05:42,rohxn 03,Haa,Neutral,Neutral,Neutral
23/03/25,05:42,Wifey❤️,Good good,Positive,Neutral,Neutral
23/03/25,05:42,Wifey❤️,Insta alli come,Neutral,Neutral,Neutral
23/03/25,05:43,Wifey❤️,I'm leaving,Neutral,Neutral,Neutral
23/03/25,05:43,rohxn 03,Heyy ivagayaaa,Neutral,Neutral,Neutral
23/03/25,05:44,rohxn 03,Avalu innu bandillaa,Neutral,Neutral,Neutral
23/03/25,05:44,Wifey❤️,Call,Neutral,Neutral,Neutral
23/03/25,05:44,Wifey❤️,We have to catch 3 bus,Neutral,Neutral,Neutral
23/03/25,05:44,rohxn 03,🤨,Neutral,Neutral,Neutral
23/03/25,05:44,rohxn 03,Naan en maadli ee bvc bandillaa innu,Neutral,Neutral,Neutral
23/03/25,05:44,Gass,Guna yav area hogtha irodu,Neutral,Neutral,Neutral
23/03/25,05:46,Wifey❤️,Kumarswamy layout,Neutral,Neutral,Neutral
23/03/25,05:46,Gass,Okay ok,Positive,Neutral,Neutral
23/03/25,05:50,Nishita 🪰,@916238330557 I have left 5 mins back,Neutral,Neutral,Neutral
23/03/25,05:50,Nishita 🪰,I am near Pornima Palace,Neutral,Neutral,Neutral
23/03/25,05:51,rohxn 03,Im in that bus stop,Neutral,Neutral,Neutral
23/03/25,05:51,Wifey❤️,Ppl,Neutral,Neutral,Neutral
23/03/25,05:51,Nishita 🪰,Haan coming,Neutral,Neutral,Neutral
23/03/25,05:51,Wifey❤️,I successfully forgot,Positive,Neutral,Neutral
23/03/25,05:51,Wifey❤️,One thing,Neutral,Neutral,Neutral
23/03/25,05:51,rohxn 03,What,Neutral,Neutral,Neutral
23/03/25,05:51,Wifey❤️,Umbrella😁,Positive,Neutral,Neutral
23/03/25,05:51,rohxn 03,I have,Neutral,Neutral,Neutral
23/03/25,05:52,Wifey❤️,Okay share ok😁😁,Positive,Neutral,Neutral
23/03/25,05:52,rohxn 03,😈sure,Positive,Neutral,Neutral
23/03/25,05:52,Wifey❤️,😁,Positive,Neutral,Neutral
23/03/25,05:53,rohxn 03,Dont chat im bike ammu,Neutral,Neutral,Neutral
23/03/25,05:53,rohxn 03,On,Neutral,Neutral,Neutral
23/03/25,05:53,Wifey❤️,Car,Neutral,Neutral,Neutral
23/03/25,05:53,Wifey❤️,Dear,Positive,Neutral,Neutral
23/03/25,05:53,Wifey❤️,😎,Positive,Neutral,Neutral
23/03/25,05:53,Wifey❤️,I'm in quarters,Neutral,Neutral,Neutral
23/03/25,05:56,rohxn 03,Txt when u reach njanabharathi,Neutral,Neutral,Neutral
23/03/25,05:56,Wifey❤️,Sure,Positive,Neutral,Neutral
23/03/25,05:56,Wifey❤️,Did u took ur passport size pic,Neutral,Neutral,Neutral
23/03/25,05:57,Wifey❤️,Hey I reached okay,Positive,Neutral,Neutral
23/03/25,05:57,rohxn 03,😉yep,Neutral,Neutral,Neutral
23/03/25,05:58,rohxn 03,Ammu we got bus,Neutral,Neutral,Neutral
23/03/25,05:58,rohxn 03,KA 57 F 6546,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,null,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
